id,name,rfs_year,status,length,ownership_category,big_tech_owners,owners,has_google,has_meta,has_microsoft,has_amazon
t3,T3,2023.0,In service,"3,200 km",telco_consortium,,"Liquid Intelligent Technologies, Mauritius Telecom",False,False,False,False
tam-1,TAM-1,2026.0,Planned,"7,200 km",telco_consortium,,Trans Americas Fiber,False,False,False,False
te-northtgn-eurasiaseacomalexandrosmedex,TE North/TGN-Eurasia/SEACOM/Alexandros/Medex,2011.0,In service,"3,634 km",telco_consortium,,"Algerie Telecom, Cyta, PCCW, SEACOM, Tata Communications, Telecom Egypt",False,False,False,False
tegopa,TEGOPA,1994.0,In service,222 km,telco_consortium,,Telefonica,False,False,False,False
terra-sw,TERRA SW,2012.0,In service,,telco_consortium,,GCI Communication Corp,False,False,False,False
tikal-amx3,TIKAL-AMX3,2026.0,Planned,"1,935 km",telco_consortium,,"América Móvil (Claro), Telxius",False,False,False,False
tko-connect,TKO Connect,2023.0,In service,6 km,telco_consortium,,"HKBN, iAdvantage",False,False,False,False
tmx5,TMX5,2025.0,In service,383 km,telco_consortium,,Telmex,False,False,False,False
transcan-2,TRANSCAN-2,1990.0,In service,238 km,telco_consortium,,Telefonica,False,False,False,False
transcan-3,TRANSCAN-3,2000.0,In service,210 km,telco_consortium,,Telefonica,False,False,False,False
tt1,TT1,2015.0,In service,44 km,telco_consortium,,"Alliance Telecommunications, Liberty Networks, TSTT",False,False,False,False
taba-aqaba,Taba-Aqaba,1998.0,In service,13 km,telco_consortium,,National Electric Power Company of Jordan,False,False,False,False
taino-carib,Taino-Carib,1992.0,In service,187 km,telco_consortium,,"AT&T, Altice USA, CANTV, Cogent, Embratel, Liberty Networks, Orange, SETAR",False,False,False,False
taiwan-penghu-kinmen-matsu-no-2-tpkm2,Taiwan Penghu Kinmen Matsu No.2 (TPKM2),2000.0,In service,467 km,telco_consortium,,Chunghwa Telecom,False,False,False,False
taiwan-penghu-kinmen-matsu-no-3-tpkm3,Taiwan Penghu Kinmen Matsu No.3 (TPKM3),2013.0,In service,510 km,telco_consortium,,Chunghwa Telecom,False,False,False,False
taiwan-strait-express-1-tse-1,Taiwan Strait Express-1 (TSE-1),2013.0,In service,260 km,telco_consortium,,"China Mobile, China Unicom, Chunghwa Telecom, Far EasTone (FET), Taiwan International Gateway Corporation, Taiwan Mobile",False,False,False,False
taiwan-matsu-no-4,Taiwan-Matsu No.4,2026.0,Planned,300 km,telco_consortium,,Chunghwa Telecom,False,False,False,False
tampnet-north,Tampnet North,1999.0,In service,"1,751 km",telco_consortium,,Tampnet,False,False,False,False
tampnet-south,Tampnet South,1999.0,In service,"1,751 km",telco_consortium,,Tampnet,False,False,False,False
tamtam,Tamtam,2027.0,Planned,"1,000 km",telco_consortium,,Prima,False,False,False,False
tangerine,Tangerine,2000.0,In service,112 km,telco_consortium,,Colt,False,False,False,False
tanjung-pandan-sungai-kakap,Tanjung Pandan-Sungai Kakap,2019.0,In service,348 km,telco_consortium,,Moratelindo,False,False,False,False
tarakan-selor-cable-system-tscs,Tarakan Selor Cable System (TSCS),2014.0,In service,83 km,telco_consortium,,Telkom Indonesia,False,False,False,False
tasman-global-access-tga-cable,Tasman Global Access (TGA) Cable,2017.0,In service,"2,288 km",telco_consortium,,"One NZ, Spark New Zealand, Telstra",False,False,False,False
tasman-ring-network,Tasman Ring Network,2029.0,Planned,"6,000 km",telco_consortium,,Datagrid New Zealand,False,False,False,False
tata-tgn-atlantic-south,Tata TGN-Atlantic South,2001.0,In service,,telco_consortium,,Tata Communications,False,False,False,False
tata-tgn-gulf,Tata TGN-Gulf,2012.0,In service,"4,031 km",telco_consortium,,Tata Communications,False,False,False,False
tata-tgn-intra-asia-tgn-ia,Tata TGN-Intra Asia (TGN-IA),2009.0,In service,"6,700 km",telco_consortium,,Tata Communications,False,False,False,False
tata-tgn-pacific,Tata TGN-Pacific,2002.0,In service,"22,300 km",telco_consortium,,Tata Communications,False,False,False,False
tata-tgn-tata-indicom,Tata TGN-Tata Indicom,2004.0,In service,"3,175 km",telco_consortium,,Tata Communications,False,False,False,False
tata-tgn-western-europe,Tata TGN-Western Europe,2002.0,In service,"3,578 km",telco_consortium,,Tata Communications,False,False,False,False
tautira-teahupoo,Tautira-Teahupo'o,2023.0,In service,38 km,telco_consortium,,OPT French Polynesia,False,False,False,False
telstra-endeavour,Telstra Endeavour,2008.0,In service,"9,125 km",telco_consortium,,Telstra,False,False,False,False
tenerife-gran-canaria,Tenerife-Gran Canaria,1999.0,In service,110 km,telco_consortium,,Telefonica,False,False,False,False
tenerife-la-palma,Tenerife-La Palma,,In service,,telco_consortium,,Telefonica,False,False,False,False
thailand-domestic-submarine-cable-network-tdscn,Thailand Domestic Submarine Cable Network (TDSCN),2001.0,In service,884 km,telco_consortium,,National Telecom,False,False,False,False
thailand-indonesia-singapore-tis,Thailand-Indonesia-Singapore (TIS),2003.0,In service,968 km,telco_consortium,,"National Telecom, Singtel, Telkom Indonesia",False,False,False,False
the-east-african-marine-system-teams,The East African Marine System (TEAMS),2009.0,In service,"5,054 km",telco_consortium,,"TEAMS Ltd., e&",False,False,False,False
thetis,Thetis,2022.0,In service,660 km,telco_consortium,,Vodafone,False,False,False,False
thetis-express,Thetis Express,2027.0,Planned,340 km,telco_consortium,,Vodafone,False,False,False,False
timor-leste-south-submarine-cable-tlssc,Timor-Leste South Submarine Cable (TLSSC),2025.0,In service,607 km,telco_consortium,,Government of Timor-Leste,False,False,False,False
tobrok-emasaed-cable-system,Tobrok-Emasaed Cable System,2010.0,In service,178 km,telco_consortium,,Libya International Telecommunications Company,False,False,False,False
tokelau-submarine-cable,Tokelau Submarine Cable,2023.0,In service,250 km,telco_consortium,,Teletok,False,False,False,False
tonga-cable,Tonga Cable,2013.0,In service,827 km,telco_consortium,,"Digicel Tonga, Government of Tonga, Tonga Communications Corporation",False,False,False,False
tonga-domestic-cable-extension-tdce,Tonga Domestic Cable Extension (TDCE),2018.0,In service,410 km,telco_consortium,,Tonga Cable Limited,False,False,False,False
trans-adriatic-express-tae,Trans Adriatic Express (TAE),2023.0,In service,106 km,telco_consortium,,"EXA Infrastructure, TAP AG",False,False,False,False
trans-global-cable-system-tgcs,Trans Global Cable System (TGCS),2026.0,Planned,"1,200 km",telco_consortium,,Trans Indonesia Supercorridor,False,False,False,False
trans-caspian-fiber-optic-cable-project,Trans-Caspian Fiber Optic Cable Project,2026.0,Planned,380 km,telco_consortium,,"Azertelecom, Kazakhtelecom",False,False,False,False
trans-pacific-express-tpe-cable-system,Trans-Pacific Express (TPE) Cable System,2008.0,In service,"17,968 km",telco_consortium,,"AT&T, China Telecom, China Unicom, Chunghwa Telecom, KT, NTT, Verizon",False,False,False,False
transworld-tw1,Transworld (TW1),2006.0,In service,"1,300 km",telco_consortium,,Transworld,False,False,False,False
tui-samoa,Tui-Samoa,2018.0,In service,"1,693 km",telco_consortium,,Samoa Submarine Cable Company,False,False,False,False
turcyos-1,Turcyos-1,1993.0,In service,110 km,telco_consortium,,Turk Telekom,False,False,False,False
turcyos-2,Turcyos-2,2011.0,In service,213 km,telco_consortium,,Turk Telekom,False,False,False,False
tverrlinken,Tverrlinken,2010.0,In service,,telco_consortium,,KystTele,False,False,False,False
uae-iran,UAE-Iran,1992.0,In service,170 km,telco_consortium,,"Telecommunication Infrastructure Company of Iran, e&",False,False,False,False
ugarit,UGARIT,1995.0,In service,239 km,telco_consortium,,"A1 Telekom Austria, AT&T, BT, Cyta, Deutsche Telekom, Lebanese Ministry of Telecommunications, Orange, Singtel, Sparkle, Syrian Telecommunications Establishment, Tata Communications, Telefonica, Vivacom",False,False,False,False
uk-channel-islands-7,UK-Channel Islands-7,1994.0,In service,124 km,telco_consortium,,"BT, Sure",False,False,False,False
uk-channel-islands-8,UK-Channel Islands-8,1994.0,In service,237 km,telco_consortium,,BT,False,False,False,False
umo,UMO,2023.0,In service,"2,227 km",telco_consortium,,Campana Group,False,False,False,False
ulleung-mainland-2,Ulleung-Mainland 2,2016.0,In service,164 km,telco_consortium,,KT,False,False,False,False
ultramar-ge,Ultramar GE,2023.0,In service,263 km,telco_consortium,,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),False,False,False,False
ulysses-2,Ulysses 2,1997.0,In service,199 km,telco_consortium,,Verizon,False,False,False,False
unisur,Unisur,1995.0,In service,265 km,telco_consortium,,"Antel Uruguay, Telxius",False,False,False,False
unitel-north-submarine-cable-unsc,Unitel North Submarine Cable (UNSC),2023.0,In service,"1,145 km",telco_consortium,,Unitel (Angola),False,False,False,False
unitirreno,Unitirreno,2025.0,In service,"1,156 km",telco_consortium,,"Azimut, Unidata",False,False,False,False
vaka,VAKA,2026.0,Planned,668 km,telco_consortium,,Tuvalu Telecommunications Corporation (TTC),False,False,False,False
vancouver-bowen-island-vancouver-island,Vancouver-Bowen Island-Vancouver Island,2019.0,In service,75 km,telco_consortium,,Rogers Communications,False,False,False,False
venezuelan-festoon,Venezuelan Festoon,1998.0,In service,"1,200 km",telco_consortium,,CANTV,False,False,False,False
verena,Verena,2028.0,Planned,630 km,telco_consortium,,Midgard Infra,False,False,False,False
vietnam-singapore-cable-system-vts,Vietnam-Singapore Cable System (VTS),2027.0,Planned,,telco_consortium,,"Singtel, Viettel Corporation",False,False,False,False
vodafone-greece-domestic,Vodafone Greece Domestic,2008.0,In service,92 km,telco_consortium,,Vodafone,False,False,False,False
vstervik-visby,Västervik-Visby,2008.0,In service,,telco_consortium,,GlobalConnect,False,False,False,False
west-africa-cable-system-wacs,West Africa Cable System (WACS),2012.0,In service,"14,530 km",telco_consortium,,"Altice Portugal, Angola Cables, Bayobab, Broadband Infraco, Camtel, Cape Verde Telecom, Congo Telecom, Liquid Intelligent Technologies, Office Congolais de Poste et Télécommunication, PCCW, Tata Communications, Telecom Namibia, Telkom South Africa, Togo Telecom, Vodacom DRC, Vodafone, Vodafone Espana, Vodafone Ghana",False,False,False,False
whidbey-island-camano-island,Whidbey Island-Camano Island,1999.0,In service,4 km,telco_consortium,,Whidbey Telecom,False,False,False,False
whidbey-island-everett,Whidbey Island-Everett,1999.0,In service,9 km,telco_consortium,,Whidbey Telecom,False,False,False,False
whidbey-island-hat-island,Whidbey Island-Hat Island,1999.0,In service,4 km,telco_consortium,,Whidbey Telecom,False,False,False,False
whidbey-island-seattle,Whidbey Island-Seattle,1999.0,In service,44 km,telco_consortium,,Whidbey Telecom,False,False,False,False
x-link-submarine-cable,X-Link Submarine Cable,2019.0,In service,775 km,telco_consortium,,E-Networks Inc.,False,False,False,False
yui,YUI,2023.0,In service,720 km,telco_consortium,,Okinawa Cellular Telephone Company,False,False,False,False
yellow,Yellow,2000.0,In service,"7,001 km",telco_consortium,,Colt,False,False,False,False
yuza-tobishima,Yuza-Tobishima,2022.0,In service,31 km,telco_consortium,,NTT,False,False,False,False
zayo-festoon,Zayo Festoon,2015.0,In service,,telco_consortium,,Zayo,False,False,False,False
zeus,Zeus,2022.0,In service,,telco_consortium,,Zayo,False,False,False,False
i2i-cable-network-i2icn,i2i Cable Network (i2icn),2002.0,In service,"3,200 km",telco_consortium,,Bharti Airtel,False,False,False,False
sea2shore,sea2shore,2016.0,In service,32 km,telco_consortium,,National Grid,False,False,False,False
les-dhyres-cable,Îles d'Hyères Cable,1996.0,In service,45 km,telco_consortium,,Orange,False,False,False,False
colombian-festoon,Colombian Festoon,1997.0,In service,400 km,unknown,,,False,False,False,False
