site_ID,site_name,latitude_numeric,longitude_numeric,blurred_coordinates,topography_m,freshwater_depth_m,realm_1,realm_2,biome_1,biome_2,functional_group_1,functional_group_2,contributor_comments
28413,YTHEMP-SEM-289176-L3,61.03655,-138.503524,FALSE,911,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28414,YTHEMP-SEM-289176-D21,61.023679,-138.514425,FALSE,895,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28415,YTHEMP-SEM-289781-S3,61.02701,-138.58936,FALSE,1500,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28416,YTHEMP-SEM-289781-S2,61.025188,-138.598286,FALSE,1378,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28417,YTHEMP-SEM-289781-S4,61.02762,-138.59555,FALSE,1376,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28418,YTHEMP-YSH-242678-T1,60.04548,-134.65038,FALSE,1635,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28419,YTHEMP-YSH-242678-T4,60.045,-134.64493,FALSE,1562,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28420,YTHEMP-YSH-242678-T2,60.0456,-134.65589,FALSE,1710,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28421,YTHEMP-YSH-243244-H3,60.06183,-134.61851,FALSE,1296,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28422,YTHEMP-YSH-243244-H2,60.058497,-134.609572,FALSE,1190,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28423,YTHEMP-YSH-243244-H1,60.05897,-134.60435,FALSE,1056,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28424,YTHEMP-YSH-243244-S5,60.05582,-134.62287,FALSE,1487,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28425,YTHEMP-YSH-243244-H4,60.05665,-134.61334,FALSE,1314,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28426,YTHEMP-YSH-243244-S4,60.05494,-134.61755,FALSE,1441,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28427,YTHEMP-YSH-243244-S3,60.050049,-134.630526,FALSE,1529,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28428,YTHEMP-YSH-248916-D7,60.202645,-135.127272,FALSE,1470,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28429,YTHEMP-YSH-248916-H1,60.21634,-135.117593,FALSE,1269,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28430,YTHEMP-YSH-248916-S1,60.205228,-135.132893,FALSE,1529,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28431,YTHEMP-YSH-248916-S2,60.20769,-135.12992,FALSE,1451,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28432,YTHEMP-YSH-248916-T1,60.2117,-135.14116,FALSE,1668,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28433,YTHEMP-YSH-248916-T2,60.20787,-135.14953,FALSE,1658,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28434,YTHEMP-YSH-248916-T3,60.202309,-135.143462,FALSE,1654,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28435,YTHEMP-YSH-248916-T5,60.20015,-135.14796,FALSE,1634,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28436,YTHEMP-YSH-248916-T6,60.21092,-135.14667,FALSE,1700,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28437,YTHEMP-YSH-248917-S1,60.22342,-135.02671,FALSE,1409,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28438,YTHEMP-YSH-248917-S2,60.217984,-135.036602,FALSE,1522,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28439,YTHEMP-YSH-248917-S3,60.21699,-135.02658,FALSE,1353,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28440,YTHEMP-YSH-248916-D2,60.199615,-135.143237,FALSE,1633,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28441,YTHEMP-YSH-248916-D5,60.20534,-135.127496,FALSE,1410,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28442,YTHEMP-YSH-249486-H5,60.20903,-135.079139,FALSE,1154,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28443,YTHEMP-YSH-249486-T1,60.233607,-135.064911,FALSE,1708,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28444,YTHEMP-YSH-249486-T2,60.220462,-135.047618,FALSE,1782,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28445,YTHEMP-YSH-249486-T3,60.22708,-135.04609,FALSE,1686,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28446,YTHEMP-YSH-249486-D12,60.22184,-135.112639,FALSE,1126,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28447,YTHEMP-YSH-249486-T4,60.223048,-135.053236,FALSE,1778,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28448,YTHEMP-YSH-249486-H1,60.219478,-135.096217,FALSE,1318,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28449,YTHEMP-YSH-249486-H2,60.216894,-135.090597,FALSE,1328,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28450,YTHEMP-YSH-249486-H3,60.224756,-135.102061,FALSE,1167,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28451,YTHEMP-YSH-249486-H4,60.219145,-135.112416,FALSE,1176,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28452,YTHEMP-YSH-249486-S4,60.212487,-135.041568,FALSE,1312,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28453,YTHEMP-YSH-249486-D4,60.228328,-135.059072,FALSE,1771,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28454,YTHEMP-YSH-249486-D8,60.217113,-135.079798,FALSE,1379,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28455,YTHEMP-YSH-249486-D11,60.211834,-135.07396,FALSE,1250,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28456,YTHEMP-YSH-250056-L3,60.23461,-135.13452,FALSE,879,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28457,YTHEMP-YSH-250056-L2,60.22923,-135.1347,FALSE,895,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28458,YTHEMP-YSH-250056-H2,60.224311,-135.123663,FALSE,999,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28459,YTHEMP-YSH-250056-L1,60.232394,-135.124334,FALSE,912,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28460,YTHEMP-YSH-250056-D13,60.2242,-135.129063,FALSE,982,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28461,YTHEMP-YSH-250056-L4,60.23185,-135.12985,FALSE,902,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28462,YTHEMP-YSL-254064-S5,60.44609,-134.75175,FALSE,1467,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28463,YTHEMP-YSL-254064-L2,60.451882,-134.812726,FALSE,873,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28464,YTHEMP-YSL-254064-L1,60.4438,-134.81213,FALSE,851,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28465,YTHEMP-YSL-254064-H4,60.436689,-134.757154,FALSE,1138,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28466,YTHEMP-YSL-254064-H3,60.447177,-134.77425,FALSE,1209,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28467,YTHEMP-YSL-254064-H2,60.444289,-134.784933,FALSE,1103,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28468,YTHEMP-YSL-254064-H1,60.452078,-134.801844,FALSE,1002,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28469,YTHEMP-YSL-254064-D19,60.441982,-134.762981,FALSE,1231,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28470,YTHEMP-YSL-254641-S4,60.45328,-134.74604,FALSE,1523,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28471,YTHEMP-YSL-254641-T2,60.45908,-134.73858,FALSE,1754,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28472,YTHEMP-YSL-254641-T3,60.45613,-134.73916,FALSE,1695,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28473,YTHEMP-YSL-254641-S1,60.44973,-134.74905,FALSE,1454,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28474,YTHEMP-YSL-254640-L3,60.4435,-134.8388,FALSE,787,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28475,YTHEMP-YSL-254641-T4,60.45359,-134.74057,FALSE,1642,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28476,YTHEMP-YSL-254640-D23,60.435125,-134.844161,FALSE,765,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28477,YTHEMP-YSL-254640-D22,60.435422,-134.827848,FALSE,807,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28478,YTHEMP-YSL-254641-D10,60.453331,-134.731112,FALSE,1424,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28479,YTHEMP-YSL-254641-D7A,60.46147,-134.731304,FALSE,1900,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28480,YTHEMP-YSL-254641-S2,60.45095,-134.74318,FALSE,1507,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28481,YTHEMP-YSL-254641-T1,60.46164,-134.73641,FALSE,1872,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28482,YTHEMP-YSL-258111-T5,60.55351,-135.05421,FALSE,1611,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28483,YTHEMP-YSL-258111-S1,60.546989,-135.060212,FALSE,1467,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28484,YTHEMP-YSL-258111-T2,60.555394,-135.0445,FALSE,1638,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28485,YTHEMP-YSL-258111-T4,60.555286,-135.049958,FALSE,1663,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28486,YTHEMP-YSL-258689-S3,60.557105,-135.093843,FALSE,1367,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28487,YTHEMP-YSL-259270-H1,60.587604,-135.052596,FALSE,1078,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28488,YTHEMP-YSL-259270-T3,60.560673,-135.050397,FALSE,1696,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28489,YTHEMP-YSL-259270-S4,60.57634,-135.09147,FALSE,1315,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28490,YTHEMP-YSL-259270-T1,60.563366,-135.050617,FALSE,1651,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28491,YTHEMP-YSL-259270-S2,60.56153,-135.09492,FALSE,1377,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28492,YTHEMP-YSL-259270-H3,60.595357,-135.069651,FALSE,1081,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28493,YTHEMP-YSL-259270-D10,60.589971,-135.069208,FALSE,1098,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28494,YTHEMP-YSL-259270-D5,60.56293,-135.072453,FALSE,1393,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28495,YTHEMP-YSL-259852-H2,60.598485,-135.048011,FALSE,928,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28496,YTHEMP-YSL-259852-D16,60.598809,-135.031615,FALSE,868,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28497,YTHEMP-YSL-259852-D13,60.612274,-135.032707,FALSE,841,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28498,YTHEMP-YSL-259852-D11,60.603763,-135.053917,FALSE,1062,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28499,YTHEMP-YSL-259852-L4,60.609581,-135.032488,FALSE,851,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28500,YTHEMP-YSL-259852-L3,60.604303,-135.026585,FALSE,865,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28501,YTHEMP-YSL-259852-L1,60.604087,-135.037518,FALSE,881,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28502,YTHEMP-YSL-266343-L3,60.753674,-135.484426,FALSE,813,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28503,YTHEMP-YSL-266343-H1,60.764568,-135.479968,FALSE,937,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28504,YTHEMP-YSL-266343-H2,60.758931,-135.490435,FALSE,927,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28505,YTHEMP-YSL-266343-H3,60.758676,-135.501419,FALSE,1057,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28506,YTHEMP-YSL-266343-H4,60.767259,-135.480226,FALSE,978,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28507,YTHEMP-YSL-266343-L1,60.756366,-135.484684,FALSE,846,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28508,YTHEMP-YSL-266343-L2,60.756492,-135.479193,FALSE,867,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28509,YTHEMP-YSL-266343-S1,60.76292,-135.50805,FALSE,1346,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28510,YTHEMP-YSL-266343-D17,60.753293,-135.500899,FALSE,801,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28511,YTHEMP-YSL-266343-D16,60.753547,-135.489917,FALSE,810,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28512,YTHEMP-YSL-266343-D18,60.755984,-135.501159,FALSE,872,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28513,YTHEMP-YSL-266936-T5,60.76176,-135.51877,FALSE,1588,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28514,YTHEMP-YSL-266936-S3,60.76252,-135.51371,FALSE,1467,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28515,YTHEMP-YSL-266936-T1,60.76116,-135.52419,FALSE,1666,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28516,YTHEMP-YSL-266936-T2,60.76737,-135.53969,FALSE,1771,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28517,YTHEMP-YSL-266936-T3,60.770977,-135.552167,FALSE,1739,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28518,YTHEMP-YSL-266936-D7,60.766367,-135.518679,FALSE,1450,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28519,YTHEMP-YSL-266936-D9,60.768802,-135.529928,FALSE,1543,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28520,YTHEMP-YSL-266936-T4A,60.76456,-135.5384,FALSE,1778,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28521,YTHEMP-YSL-266936-S2A,60.76774,-135.52344,FALSE,1462,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28522,YTHEMP-YSL-269306-L3,60.797822,-135.984769,FALSE,704,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28523,YTHEMP-YSL-270495-D11,60.829811,-135.999406,FALSE,978,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28524,YTHEMP-YSL-270495-D14,60.813965,-135.986584,FALSE,822,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28525,YTHEMP-YSL-270495-H3,60.838179,-135.989311,FALSE,1084,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28526,YTHEMP-YSL-270495-H1,60.824578,-135.993297,FALSE,916,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28527,YTHEMP-YSL-270495-L1,60.813816,-135.992083,FALSE,810,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28528,YTHEMP-YSL-270495-L2,60.81638,-135.9972,FALSE,845,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28529,YTHEMP-YSL-270495-L4,60.808287,-135.996976,FALSE,753,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28530,YTHEMP-YSL-271089-S2,60.862688,-135.981025,FALSE,1441,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28531,YTHEMP-YSL-271089-S1,60.857159,-135.985927,FALSE,1329,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28532,YTHEMP-YSL-271089-S3,60.857455,-135.974913,FALSE,1355,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28533,YTHEMP-YSL-271089-H4,60.84625,-135.990221,FALSE,1194,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28534,YTHEMP-YSL-271089-H2,60.84386,-135.97891,FALSE,1200,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28535,YTHEMP-YSL-272275-T5,60.875843,-135.993561,FALSE,1774,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28536,YTHEMP-YSL-272275-T4,60.873153,-135.993257,FALSE,1721,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28537,YTHEMP-YSL-272275-T3,60.878534,-135.993865,FALSE,1771,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28538,YTHEMP-YSL-272275-T2,60.873301,-135.987747,FALSE,1695,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28539,YTHEMP-YSL-272275-T1,60.870611,-135.987443,FALSE,1617,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28540,YTHEMP-YSL-272275-D7,60.873449,-135.982237,FALSE,1535,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28541,YTHEMP-YSL-272275-D5,60.873745,-135.971216,FALSE,1446,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28542,YTHEMP-YSL-275865-H5,60.8678,-136.96011,FALSE,1262,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28543,YTHEMP-YSL-275865-L4,60.856099,-136.986068,FALSE,743,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28544,YTHEMP-YSL-275865-L3,60.851484,-136.963285,FALSE,744,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28545,YTHEMP-YSL-275865-D15,60.868178,-136.949102,FALSE,1248,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28546,YTHEMP-YSL-275865-H1,60.862235,-136.964837,FALSE,944,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28547,YTHEMP-YSL-275865-H2,60.865112,-136.959722,FALSE,1177,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28548,YTHEMP-YSL-276468-T1,60.8754,-136.91663,FALSE,1728,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Polar tundra and deserts,"",""
28549,YTHEMP-YSL-276468-T3,60.87452,-136.92328,FALSE,1684,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28550,YTHEMP-YSL-276468-T4,60.87483,-136.92928,FALSE,1667,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28551,YTHEMP-YSL-276468-T5,60.877604,-136.929822,FALSE,1669,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28552,YTHEMP-YSL-276468-S1,60.87143,-136.93298,FALSE,1550,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28553,YTHEMP-YSL-276467-D17,60.849577,-137.01829,FALSE,703,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28554,YTHEMP-YSL-276467-L1,60.84996,-137.00729,FALSE,701,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28555,YTHEMP-YSL-276467-L2,60.855526,-137.002572,FALSE,713,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28556,YTHEMP-YSL-276468-T2,60.87285,-136.91873,FALSE,1677,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28557,YTHEMP-YSL-277072-S4,60.87858,-136.94393,FALSE,1520,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28560,YTHEMP-YSL-277072-S2,60.87256,-136.95404,FALSE,1369,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28561,YTHEMP-YSL-277072-S3,60.87388,-136.94666,FALSE,1437,,Terrestrial,"",Polar/alpine (cryogenic) biome,"",Temperate alpine grasslands and shrublands,"",""
28562,YTBMS-KLP-309929-A9,62.028788,-137.108775,FALSE,1134,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28563,YTBMS-KLP-309929-A5,62.031277,-137.114909,FALSE,1174,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28564,YTBMS-KLP-309929-B2,62.029568,-137.085905,FALSE,1070,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28565,YTBMS-KLP-309929-B6,62.027078,-137.079774,FALSE,1028,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28566,YTBMS-KLP-322286-D3,61.911838,-140.266724,FALSE,739,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28567,YTBMS-KLP-324498-B2,61.973993,-140.464659,FALSE,634,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28568,YTBMS-KLP-325590-C10,61.987613,-140.523228,FALSE,638,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
28569,YTBMS-KLP-327221-A5,62.049573,-140.631213,FALSE,709,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Boreal and temperate high montane forests and woodlands,"",""
