collection_ID,name,ecoSound-web_link,primary_contributors,secondary_contributors,date_added,URL_open_recordings,URL_project,DOI_publication,core_realm_IUCN,medium,locality,spatial_selection,temporal_exclusion,contributor_comments
287,"Ramat Hanadiv Valley, Israel 2",https://ecosound-web.de/ecosound_web/collection/show/287,Asaf Ben David,"",2021-12-06,none,https://arbimon.rfcx.org/project/passerine-acoustic-phenology-analysis/dashboard,none,Terrestrial,air,Ramat Hanadiv,"","",""
289,Fundación Jocotoco Ecuador,https://ecosound-web.de/ecosound_web/collection/show/289,Jose Leon,"",2021-12-07,https://arbimon.rfcx.org/project/canande-rfcx-fundaci-n-jocotoco/audiodata/sites,https://arbimon.rfcx.org/project/canande-rfcx-fundaci-n-jocotoco/dashboard,"",Terrestrial,air,Lowland Choco Tropical Forest,"",none,""
296,"BCI, Panamá",https://ecosound-web.de/ecosound_web/collection/show/296,"Rainforest Connection (RFCx),Marconi Campos",José Wagner,2021-12-10,https://arbimon.rfcx.org/project/bci-panonema-2018/,https://arbimon.rfcx.org/project/bci-panonema-2018/,10.3390/d13020050,Terrestrial,air,Barro Colorado Island,"",none,""
300,Puerto Rico,https://ecosound-web.de/ecosound_web/collection/show/300,"Rainforest Connection (RFCx),Marconi Campos,Kris Harmon,Gabriel Leite,Tomaz Melo",José Wagner,2021-12-10,https://arbimon.rfcx.org/project/puerto-rico-island-wide/,https://arbimon.rfcx.org/project/puerto-rico-island-wide/,"",Terrestrial,air,"","",none,""
302,Tembé,https://ecosound-web.de/ecosound_web/collection/show/302,"Rainforest Connection (RFCx),Marconi Campos,Gabriel leite,Tomaz Melo","",2021-12-10,https://arbimon.rfcx.org/project/temb-reserve/,https://arbimon.rfcx.org/project/temb-reserve/,"",Terrestrial,air,"Tembé, Pará","",none,""
303,"Urban ponds, central Scotland",https://ecosound-web.de/ecosound_web/collection/show/303,Robert A Briers,"",2021-12-10,none,none,none,Freshwater,water,"Dunfermline, Fife","",none,"equipment was set up and recordings scheduled to start once I had removed myself from the area. I was present in terms of keeping the equipment in view, but was not holding or interfering with the equipment, and generally 50-100m away from the recording location for the duration of the recordings."
466,"Bennerley Ponds, Nottinghamshire",https://ecosound-web.de/ecosound_web/collection/show/466,Robert A Briers,"",2022-06-26,none,none,none,Freshwater,water,Nottinghamshire,"",none,"equipment was set up and recordings scheduled to start once I had removed myself from the area. I was present in terms of keeping the equipment in view, but was not holding or interfering with the equipment, and generally 50-100m away from the recording location for the duration of the recordings."
1021,Eddleston ponds,https://ecosound-web.de/ecosound_web/collection/show/1021,Robert A Briers,"",2024-02-28,none,none,none,Freshwater,water,"Eddleston Water catchment, Scottish Borders",Selection of ponds to cover range of characteristics,none,Three hydromoths recording at each site for same schedule
304,"Cévennes, France",https://ecosound-web.de/ecosound_web/collection/show/304,Jérémy Froidevaux,"",2021-12-13,none,none,10.1038/s41598-021-89660-z,Terrestrial,air,Cévennes National Park,"",none,""
305,"Franche-Comté, France",https://ecosound-web.de/ecosound_web/collection/show/305,Jérémy Froidevaux,"",2021-12-13,none,none,none,Terrestrial,air,Doubs and Jura counties,"",none,""
306,"French Guiana, France",https://ecosound-web.de/ecosound_web/collection/show/306,"Jérémy Froidevaux,Charlotte Roemer,Adrià López-Baucells,Clément Lemarchand,Groupe Chiroptères de Guyane","",2021-12-13,none,none,none,Terrestrial,air,Guiana Amazonian Park,"",none,""
309,"Middle Farm, Yankalilla",https://ecosound-web.de/ecosound_web/collection/show/309,Tristan Louth-Robins,"",2021-12-13,none,none,none,Terrestrial,air,Fleurieu Peninsula,"","",""
315,Boreal Longterm,https://ecosound-web.de/ecosound_web/collection/show/315,"Dave Morris,Janet Jackson","Rob Rempel,Jeff Robinson",2021-12-14,none,none,none,Terrestrial,air,"","",none,"Study area centroid. generally March 15 to Nov 5th, some gaps due to recording failure."
316,Bluff Harbour,https://ecosound-web.de/ecosound_web/collection/show/316,"Matthew K Pine,Simon Childerhouse","",2021-12-15,none,none,none,Marine,water,Bluff,"",none,""
317,Hauraki Gulf Marine Park,https://ecosound-web.de/ecosound_web/collection/show/317,"Matthew K Pine,Craig A Radford,Francis Juanes","",2021-12-15,none,none,none,Marine,water,Auckland,"",none,"Recordings from 5 sites total, the longest dataset from the coordinates provided. Depth ranges 15-50m"
318,Lyttelton Harbour,https://ecosound-web.de/ecosound_web/collection/show/318,Matthew K Pine,"",2021-12-15,none,none,none,Marine,water,Lyttelton,"",none,Recordings from 4 sites total
319,Picton Harbour,https://ecosound-web.de/ecosound_web/collection/show/319,"Matthew K Pine,Deanna Clement","",2021-12-15,none,none,none,Marine,water,Picton,"",none,Recordings from 3 sites total
320,Limfjord marine,https://ecosound-web.de/ecosound_web/collection/show/320,Anna N Osiecka,Jakob Tougaard,2021-12-16,none,none,none,Marine,water,"Ejerslev Ron, Denmark","",none,""
322,"Intertidal, Cedar Key, FL",https://ecosound-web.de/ecosound_web/collection/show/322,"Audrey Looby,Charles W Martin,Laura K Reynolds","",2021-12-17,none,none,10.1002/aqc.4118,Marine,water,"Cedar Key, FL (Gulf of Mexico)","",none,""
324,"Dock, Cedar Key, FL",https://ecosound-web.de/ecosound_web/collection/show/324,"Audrey Looby,Charles W Martin,Laura K Reynolds","",2021-12-17,none,none,none,Marine,water,"Cedar Key, FL (Gulf of Mexico)","",none,""
325,Swiss Alps,https://ecosound-web.de/ecosound_web/collection/show/325,"Thomas Sattler,Pshemek Zdroik","",2021-12-17,none,none,none,Terrestrial,air,"Swiss Alps, Berne I (BE126)","",none,in some sites additional recordings with Audiomoth and SMMicro; distance from ground: 0.5-1.5m
335,VRTC,https://ecosound-web.de/ecosound_web/collection/show/335,Svetlana Gogoleva,"",2021-12-19,none,none,10.1016/j.ecolind.2020.107269,Terrestrial,air,Cat Tien National Park,"",none,"The SM4 is located on the weather tower (canopy-level, 35 m). number of days is a minimum"
364,SALLnet_Macadamia_South_Africa,https://ecosound-web.de/ecosound_web/collection/show/364,"Valerie Linden,Mina Anders,Catrin Westphal","Ingo Grass,Peter Taylor,Sina Weier",2022-12-20,none,https://www.uni-goettingen.de/en/592566.html,none,Terrestrial,air,Makhado,"",none,""
336,Levubu,https://ecosound-web.de/ecosound_web/collection/show/336,"Valerie Linden,Antonia Hammer,Sina Weier","",2021-12-20,none,none,10.1016/j.agee.2021.107588,Terrestrial,air,Limpopo,"",none,""
337,Luvhondo Private Nature Reserve,https://ecosound-web.de/ecosound_web/collection/show/337,"Antonia Hammer,Sina Weier","",2021-12-20,none,none,10.1016/j.agee.2021.107588,Terrestrial,air,Limpopo,"",none,""
340,LaPalma_BF,https://ecosound-web.de/ecosound_web/collection/show/340,Bárbara Freitas,Borja Milá,2021-12-21,none,https://barbarafreitas.netlify.app/research/,none,Terrestrial,air,La Palma,"",none,triggered recordings also available
342,Principe_STP_BF,https://ecosound-web.de/ecosound_web/collection/show/342,Bárbara Freitas,Martim Melo,2021-12-21,none,https://barbarafreitas.netlify.app/research/,10.31219/osf.io/mfubj,Terrestrial,air,"Principe Obo Natural Park, Príncipe Island","",none,""
344,Reunion_BF,https://ecosound-web.de/ecosound_web/collection/show/344,Bárbara Freitas,Chistophe Thébaud,2021-12-21,none,https://barbarafreitas.netlify.app/research/,none,Terrestrial,air,Reunion,"",none,""
346,Soto_BF,https://ecosound-web.de/ecosound_web/collection/show/346,Bárbara Freitas,Borja Milá,2021-12-21,none,https://barbarafreitas.netlify.app/research/,none,Terrestrial,air,"Soto del Real, Madrid","",none,high gain
347,"Motiti Protection Area, Bay of Plenty, New Zealand",https://ecosound-web.de/ecosound_web/collection/show/347,Jenni Stanley,"",2022-01-02,none,none,none,Marine,water,"Tauranga, Bay of Plenty, New Zealand",random assignment within a habitat site,none,high gain
1045,"Fiordland Marine Area, New Zealand",https://ecosound-web.de/ecosound_web/collection/show/1045,Jenni Stanley,Richard Kinsey,2024-05-12,none,none,none,Marine,water,"Fiordland, Southland, New Zealand",random assignment within a habitat site,none,high gain
348,"Cape Cod, MA",https://ecosound-web.de/ecosound_web/collection/show/348,Aran Mooney,Laela Sayigh,2022-01-02,none,https://www.whoi.edu/oceanus/feature/cape-wind/,10.3354/ab0065,Marine,water,Horshoe Shoal and several nearby control sites,near windfarm construction site + control sites,none,ongoing
360,"St. John, US Virgin Islands",https://ecosound-web.de/ecosound_web/collection/show/360,Aran Mooney,Sierra Jarriel,2022-01-02,none,https://www2.whoi.edu/site/amooney/2021/02/25/larval-responses-to-sound/,"10.1007/s00338-018-1684-z,10.1121/2.0000250,10.3354/meps11382",Marine,water,"7 sites around south side of St. John, USVI","variable reefs, long term monitoring",none,ongoing
478,Hawaii soundscapes,https://ecosound-web.de/ecosound_web/collection/show/478,Aran Mooney,Marc Lammers,2023-04-21,none,none,10.1007/s00338-017-1638-x;,Marine,water,"Maui, Hawaii",six reefs of varying quality and one sandy control,none,Recording ongoing
479,"St. Croix, US Virgin Islands",https://ecosound-web.de/ecosound_web/collection/show/479,Aran Mooney,Sierra Jarriel,2023-04-22,none,none,none,Marine,water,Buck Island National Monument and Llew's Reef,Two recovering reefs on the north side of St. Croix,none,recording ongoing
349,"EcoAcoustic Research Hub, Abrolhos 2003_treatment 1",https://ecosound-web.de/ecosound_web/collection/show/349,"Renata Sousa-Lima,Christopher Clark","",2022-01-02,none,https://www.lab.bio.br/projects,none,Marine,water,Abrolhos Bank,"",none,currently MARUs have been replaced by Rockhoppers https://www.birds.cornell.edu/ccb/rockhopper-unit/
482,"EcoAcoustic Research Hub, Abrolhos 2004_treatment 2",https://ecosound-web.de/ecosound_web/collection/show/482,"Renata Sousa-Lima,Christopher Clark","",2022-01-02,none,https://www.lab.bio.br/projects,none,Marine,water,Abrolhos Bank,"",none,currently MARUs have been replaced by Rockhoppers https://www.birds.cornell.edu/ccb/rockhopper-unit/
483,"EcoAcoustic Research Hub, Abrolhos 2005_treatment 3",https://ecosound-web.de/ecosound_web/collection/show/483,"Renata Sousa-Lima,Christopher Clark","",2022-01-02,none,https://www.lab.bio.br/projects,10.1103/PhysRevE.105.014107,Marine,water,Abrolhos Bank,"",none,currently MARUs have been replaced by Rockhoppers https://www.birds.cornell.edu/ccb/rockhopper-unit/
484,"EcoAcoustic Research Hub, Abrolhos 2005_control 4",https://ecosound-web.de/ecosound_web/collection/show/484,"Renata Sousa-Lima,Christopher Clark","",2022-06-16,none,https://www.lab.bio.br/projects,10.1103/PhysRevE.105.014107,Marine,water,Abrolhos Bank,"",none,currently MARUs have been replaced by Rockhoppers https://www.birds.cornell.edu/ccb/rockhopper-unit/
350,"EcoAcoustic Research Hub, Canastra",https://ecosound-web.de/ecosound_web/collection/show/350,"Renata Sousa-Lima,Luane Ferreira,Luciana Rocha,Flávio Rodrigues,Julio Baumgarten","",2022-01-02,none,https://www.lab.bio.br/projects,"10.1080/09524622.2015.1019361,10.1093/jmammal/gyw171,10.1103/PhysRevE.105.014107,10.1016/j.ecolind.2021.107897",Terrestrial,air,Serra da Canastra National Park,"",none,""
351,"EcoAcoustic Research Hub, Lajes",https://ecosound-web.de/ecosound_web/collection/show/351,"Renata Sousa-Lima,Eliziane Oliveira,Milton Cezar Ribeiro","",2022-01-02,none,https://www.lab.bio.br/projects,none,Terrestrial,air,"Lajes, Rio Grande do Norte","",none,""
119,"EcoAcoustic Research Hub, Mata_da_EMPARN",https://ecosound-web.de/ecosound_web/collection/show/119,"Renata Sousa-Lima,Mauro Pichorim,Raiane Vital da Paz,Carlos Salustio-Gomes,Cicero Simao,Dorgival Diogenes","",2023-02-16,none,none,none,Terrestrial,air,"Mata da EMPARN, Parnamirim, Rio Grande do Norte, Brazil",Atlantic Forest Fragment,none,""
146,"EcoAcoustic Research Hub, Engenho_Mucambo",https://ecosound-web.de/ecosound_web/collection/show/146,"Renata Sousa-Lima,Mauro Pichorim,Raiane Vital da Paz,Carlos Salustio-Gomes,Cicero Simao,Dorgival Diogenes","",2023-02-16,none,none,none,Terrestrial,air,"Mata do Engenho Mucambo, Goianinha, Rio Grande do Norte, Brazil",Atlantic Forest Fragment,none,""
147,"EcoAcoustic Research Hub, Flona_Nisia_Floresta",https://ecosound-web.de/ecosound_web/collection/show/147,"Renata Sousa-Lima,Mauro Pichorim,Raiane Vital da Paz,Carlos Salustio-Gomes,Cicero Simao,Dorgival Diogenes","",2023-02-16,none,none,none,Terrestrial,air,"Nisia Floresta National Forest, Nisia Floresta, Rio Grande do Norte, Brazil",Atlantic Forest Fragment,none,""
148,"EcoAcoustic Research Hub, Mata_acude_dos_reis",https://ecosound-web.de/ecosound_web/collection/show/148,"Renata Sousa-Lima,Mauro Pichorim,Raiane Vital da Paz,Carlos Salustio-Gomes,Cicero Simao,Dorgival Diogenes","",2023-02-16,none,none,none,Terrestrial,air,"Mata Açude dos Reis, Santa Rita, Paraíba, Brazil",Atlantic Forest Fragment,none,""
149,"EcoAcoustic Research Hub, PAREST_Mata_da_Pipa",https://ecosound-web.de/ecosound_web/collection/show/149,"Renata Sousa-Lima,Mauro Pichorim,Raiane Vital da Paz,Carlos Salustio-Gomes,Cicero Simao,Dorgival Diogenes","",2023-02-16,none,none,none,Terrestrial,air,"State Park of Mata da Pipa, Tibau do Sul, Rio Grande do Norte, Brazil",Atlantic Forest Fragment,none,""
150,"EcoAcoustic Research Hub, Mata_do_Dancarino",https://ecosound-web.de/ecosound_web/collection/show/150,"Renata Sousa-Lima,Mauro Pichorim,Raiane Vital da Paz,Carlos Salustio-Gomes,Cicero Simao,Dorgival Diogenes","",2023-02-16,none,none,none,Terrestrial,air,"Mata do Dançarino, Baia Formosa, Rio Grande do Norte, Brazil",Atlantic Forest Fragment,none,""
151,"EcoAcoustic Research Hub, RPPN_Mata_Estrela ",https://ecosound-web.de/ecosound_web/collection/show/151,"Renata Sousa-Lima,Mauro Pichorim,Raiane Vital da Paz,Carlos Salustio-Gomes,Cicero Simao,Dorgival Diogenes","",2023-02-16,none,none,none,Terrestrial,air,"Atlantic Forest Private Preserve, Baia Formosa, Rio Grande do Norte, Brazil",Atlantic Forest Fragment,none,""
152,"EcoAcoustic Research Hub, Rio_Baldum",https://ecosound-web.de/ecosound_web/collection/show/152,"Renata Sousa-Lima,Mauro Pichorim,Raiane Vital da Paz,Carlos Salustio-Gomes,Cicero Simao,Dorgival Diogenes","",2023-02-16,none,none,none,Terrestrial,air,"Mata do Rio Baldum, Arês, Rio Grande do Norte, Brazil",Atlantic Forest Fragment,none,""
153,"EcoAcoustic Research Hub, RPPN_Fazenda_Pacatuba",https://ecosound-web.de/ecosound_web/collection/show/153,"Renata Sousa-Lima,Mauro Pichorim,Raiane Vital da Paz,Carlos Salustio-Gomes,Cicero Simao,Dorgival Diogenes","",2023-02-16,none,none,none,Terrestrial,air,"Atlantic Forest Private Preserve, Sape, Paraiba, Brazil",Atlantic Forest Fragment,none,""
161,"EcoAcoustic Research Hub, REBIO_Guaribas",https://ecosound-web.de/ecosound_web/collection/show/161,"Renata Sousa-Lima,Mauro Pichorim,Raiane Vital da Paz,Carlos Salustio-Gomes,Cicero Simao,Dorgival Diogenes","",2023-02-16,none,none,none,Terrestrial,air,"Guaribas Biological Reserve, Mamanguape, Paraiba, Brazil",Atlantic Forest Fragment,none,""
162,"EcoAcoustic Research Hub, RPPN_Engenho_Gargau",https://ecosound-web.de/ecosound_web/collection/show/162,"Renata Sousa-Lima,Mauro Pichorim,Raiane Vital da Paz,Carlos Salustio-Gomes,Cicero Simao,Dorgival Diogenes","",2023-02-16,none,none,none,Terrestrial,air,"Atlantic Forest Private Preserve, Santa Rita, Paraiba, Brazil",Atlantic Forest Fragment,none,""
410,"EcoAcoustic Research Hub, Nisia / LIFEPLAN Natal",https://ecosound-web.de/ecosound_web/collection/show/410,"Renata Sousa-Lima,Alice Calvente,Luane Ferreira,Alexandre Antonelli,Anamaria Dal Molin,Andros T Gianuca","Thiago Pinheiro,Wigna da Silva",2022-05-02,none,https://www2.helsinki.fi/en/projects/lifeplan,none,Terrestrial,air,Nisia Floresta National Forest,"",none,""
189,"EcoAcoustic Research Hub, Mata dos Saguis",https://ecosound-web.de/ecosound_web/collection/show/189,"Thiago Pinheiro,José Nilson Santos,Wigna da Silva,Renata Sousa-Lima",Luane Ferreira,2023-06-30,none,none,none,Terrestrial,air,"UFRN campus, Natal, RN, Brazil",Urban Atlantic Forest fragment,rain,weekly sampling / 1 site / status: concluded
198,"EcoAcoustic Research Hub, Currais Novos",https://ecosound-web.de/ecosound_web/collection/show/198,"Thiago Pinheiro,Renata Sousa-Lima,Luane Ferreira","",2023-06-30,none,none,none,Terrestrial,air,"Currais Novos, RN, Brazil",Rural zone Caatinga environment,none,monthly sampling (1-year) / 1 site / status: concluded
354,"Minamitorishima Island, Japan",https://ecosound-web.de/ecosound_web/collection/show/354,Tzu-Hao Lin,Shinsuke Kawagucci,2022-01-02,https://data.depositar.io/en/dataset/a-year-long-deepsea-soundscape-dataset-off-minamitorishima-island,https://data.depositar.io/en/dataset/a-year-long-deepsea-soundscape-dataset-off-minamitorishima-island,10.1002/lol2.10358,Marine,water,"","",none,""
355,"Off Sanriku, Japan",https://ecosound-web.de/ecosound_web/collection/show/355,Tzu-Hao Lin,"",2022-01-02,https://data.depositar.io/en/dataset/deep-sea-soundscapes-of-japan,https://data.depositar.io/en/dataset/deep-sea-soundscapes-of-japan,10.1002/lno.11911,Marine,water,"","",none,""
356,"Sesoko Island, Okinawa, Japan",https://ecosound-web.de/ecosound_web/collection/show/356,Tzu-Hao Lin,"Tomonari Akamatsu,Frederic Sinniger,Saki Harii",2022-01-02,https://data.depositar.io/en/dataset/coral-reef-sesoko,https://data.depositar.io/en/dataset/coral-reef-sesoko,10.1016/j.biocon.2020.108901,Marine,water,"","",none,""
357,"Suiyo Seamount, Japan",https://ecosound-web.de/ecosound_web/collection/show/357,Tzu-Hao Lin,"Chong Chen,Hiromi Kayama Watanabe",2022-01-02,https://data.depositar.io/en/dataset/deep-sea-soundscapes-of-japan,https://data.depositar.io/en/dataset/deep-sea-soundscapes-of-japan,10.1002/lno.11911,Marine,water,"","",none,""
358,"Suruga Bay, Japan",https://ecosound-web.de/ecosound_web/collection/show/358,Tzu-Hao Lin,Tetsuya Miwa,2022-01-02,https://data.depositar.io/en/dataset/deep-sea-soundscapes-of-japan,https://data.depositar.io/en/dataset/deep-sea-soundscapes-of-japan,10.1002/lno.11911,Marine,water,"","",none,""
359,"Taoyuan Algal Reef, Taiwan",https://ecosound-web.de/ecosound_web/collection/show/359,Tzu-Hao Lin,Colin KC Wen,2022-01-02,https://data.depositar.io/en/dataset/algae-reef-soundscape,https://data.depositar.io/en/dataset/algae-reef-soundscape,10.1002/aqc.3477,Marine,water,"","",none,""
362,Buzzards Bay,https://ecosound-web.de/ecosound_web/collection/show/362,"Rodney Rountree,Francis Juanes,Katie Burchard","",2022-01-08,none,none,none,Marine,water,"Clarks Cove, SMAST Pier","",none,"Continous monitoring with camera, otherwise undisturbed, on pier at SMAST, UMASS Dartmouth, New Bedford, MA"
135,Hudson River,https://ecosound-web.de/ecosound_web/collection/show/135,"Katie Burchard,Rodney Rountree,Francis Juanes","",2021-09-26,none,http://www.fishecology.org/soniferous/katie_web/webpage.htm,10.1577/T05-220.1,Freshwater,water,Tivoli Bay Hudson River,"",none,"164 h recordings frp, 1600-0400 h, July-Sept, more sites, shorter manned deployments in 2004"
377,Marine Biological Acoustic,https://ecosound-web.de/ecosound_web/collection/show/377,"Just T. Bayle Sempere,José Miguel González Correa","",2022-01-14,none,none,none,Marine,water,"Tabarca island, Alicante shoreline",Mixed rocky and Posidonia bottom,none,"Omnidirectional microphone.  We recorded from 26/05/2017 to 9/10/2019.Until 9/08/2018 in continous, after this date we recorded 5 or 10 minutes each hour."
379,"Adirondacks, NY",https://ecosound-web.de/ecosound_web/collection/show/379,Marisol Valverde,"",2022-01-17,none,none,none,Freshwater,water,"Adirondack Lakes, New York","","","sampled 10 lakes over 3 days (72 hours) each, and then 3 lakes continuosly for 7 months"
341,"Yahuarcaca Lakes, Colombian Amazon",https://ecosound-web.de/ecosound_web/collection/show/341,Marisol Valverde,"",2023-03-08,none,none,none,Freshwater,water,"","macrophyte, trunk and open water habitats","",sampled 12 sites within the Yahuarcaca lakes recording continuosly for 72 hours
392,Jaraua- Mamiraua Sustainable Development Reserve,https://ecosound-web.de/ecosound_web/collection/show/392,Marisol Valverde,"",2023-03-09,none,none,none,Freshwater,water,Jaraua lakes within Mamiraua Sustainable Development Reserve,"","",sampled 3 floodplain lakes (ongoing data collection)
383,Europa Island 1,https://ecosound-web.de/ecosound_web/collection/show/383,Simon Elise,"",2022-01-20,none,none,none,Marine,water,"Europa Island, Indian Ocean ","",none,""
384,Europa Island 2,https://ecosound-web.de/ecosound_web/collection/show/384,Simon Elise,"",2022-01-20,none,none,none,Marine,water,"Europa Island, Indian Ocean ","",none,""
385,New Caledonia,https://ecosound-web.de/ecosound_web/collection/show/385,Simon Elise,"",2022-01-20,none,none,none,Marine,water,"New Caledonia, Pacific Ocean","",none,""
386,Reunion Island,https://ecosound-web.de/ecosound_web/collection/show/386,Simon Elise,"",2022-01-20,none,none,none,Marine,water,"Reunion Island, Indian Ocean","",none,""
390,Canyon Calvi,https://ecosound-web.de/ecosound_web/collection/show/390,"Marta Bolgan,Eric Parmentier,Lucia Di Iorio","",2022-01-31,none,none,10.1121/10.0001101,Marine,water,"Calvi canyon, Corsica","",none,""
391,Mediterranean Odyssea,https://ecosound-web.de/ecosound_web/collection/show/391,"Marta Bolgan,Eric Parmentier,Lucia Di Iorio","",2022-01-31,none,none,10.1002/aqc.3764,Marine,water,"Calvi Bay - Corsica, Palma Bay - Mallorca, Gournes - Crete",Posidonia oceanica meadows at 20 m depth,none,""
402,AAD Casey,https://ecosound-web.de/ecosound_web/collection/show/402,Brian Miller,"",2022-04-03,https://data.aad.gov.au/metadata/records/AAS_4102_longTermAcousticRecordings,https://www.marinemammals.gov.au/sorp/antarctic-blue-whales-and-fin-whales-acoustic-program/,10.26179/an66-a888,Marine,water,High latitude deep water Southern Ocean,"",none,"Part of Southern Ocean Hydrophone Network (SOHN) of the International Whaling Commission's Southern Ocean Research Partnership (IWC-SORP), and Australian Antarctic Science Projects #4102, #4600"
403,AAD South Kerguelen Plateau,https://ecosound-web.de/ecosound_web/collection/show/403,Brian Miller,"",2022-04-03,https://data.aad.gov.au/metadata/records/AAS_4102_longTermAcousticRecordings,https://www.marinemammals.gov.au/sorp/antarctic-blue-whales-and-fin-whales-acoustic-program/,10.26179/an66-a888,Marine,water,High latitude deep water Southern Ocean,"",none,"Part of Southern Ocean Hydrophone Network (SOHN) of the International Whaling Commission's Southern Ocean Research Partnership (IWC-SORP), and Australian Antarctic Science Projects #4102, #4600"
404,AAD North Prydz,https://ecosound-web.de/ecosound_web/collection/show/404,Brian Miller,"",2022-04-03,https://data.aad.gov.au/metadata/records/AAS_4102_longTermAcousticRecordings,https://www.marinemammals.gov.au/sorp/antarctic-blue-whales-and-fin-whales-acoustic-program/,10.26179/an66-a888,Marine,water,High latitude deep water Southern Ocean,"",none,"Part of Southern Ocean Hydrophone Network (SOHN) of the International Whaling Commission's Southern Ocean Research Partnership (IWC-SORP), and Australian Antarctic Science Projects #4102, #4600"
405,"Project Providence, Mamiraua, Brazil",https://ecosound-web.de/ecosound_web/collection/show/405,"Michel André,Emiliano Ramalho,Florence Erbs",Mike van der Schaar,2022-04-12,https://providence.listentothedeep.com,http://www.projectprovidence.org/,none,Freshwater,water,"Mamirauá Sustainable Development Reserve, Amazonas","","",""
407,GTS,https://ecosound-web.de/ecosound_web/collection/show/407,Xiaoli Shen,"",2022-04-28,none,none,none,Terrestrial,air,"Zhejiang Province, China","",none,""
394,COLMEIA,https://ecosound-web.de/ecosound_web/collection/show/394,"Marcia Maia,Sérgio Moreira,Julie Perrot,Jean-Yves Royer,Renata Sousa-Lima","",2022-02-02,none,https://campagnes.flotteoceanographique.fr/campagnes/13010010/,"10.1093/jmammal/gyaa130, 10.1111/mms.12559",Marine,water,"São Pedro and São Paulo Archipelago, C2, C4, C5","",none,"Data subdivided into subgroups, see Renata Sousa-Lima Datasets EAR hub spread sheet shared with you, Mission Hydromomar. Equipment used mainly for studies of seismic activity in the region."
409,"Projeto Baleias na Serra / Applied Ecology & Conservation Lab / EcoAcoustic Research Hub, Brazil",https://ecosound-web.de/ecosound_web/collection/show/409,"Maria Isabel Gonçalves,Renata Sousa-Lima,Julio Baumgarten",Linilson Padovese,2022-05-02,none,https://en.projetobaleiasnaserra.org/,none,Marine,water,Serra Grande,"","",These data are updated and subdivided in the spread sheet Datasets EAR hub shared by Renata Sousa-Lima
411,Laboratoire Géosciences Océan / IUEMer / Ecoacoustic Research Hub,https://ecosound-web.de/ecosound_web/collection/show/411,"Julie Perrot,Sérgio Moreira,Marcia Maia,Jean-Yves Royer,Renata Sousa-Lima","",2022-05-02,none,https://campagnes.flotteoceanographique.fr/series/263/fr/,none,Marine,water,"Azores archipelago, LS","",none,"Data subdivided into subgroups, see Renata Sousa-Lima Datasets EAR hub spread sheet shared with you, Mission Hydromomar. Equipment used mainly for studies of seismic activity in the region."
416,Balbina Soundscapes,https://ecosound-web.de/ecosound_web/collection/show/416,"Thiago Bicudo,Diego Gil","",2022-05-03,none,none,10.1016/j.ecoinf.2023.102241,Terrestrial,air,"Balbina Dam Reservoir, Amazonas","",none,Recordings made in artifical islands in a mega dam reservoir
417,"Ponds and reservoirs, UK",https://ecosound-web.de/ecosound_web/collection/show/417,Jack Greenhalgh,"",2020-04-09,https://doi.org/10.5281/zenodo.7273619,none,none,Freshwater,water,"Bristol, Exmouth, UK","",none,""
422,Washington State Lakes,https://ecosound-web.de/ecosound_web/collection/show/422,Julian D Olden,Lauren Kuehne,2022-06-05,none,none,10.1371/journonel.pone.0055661,Freshwater,water,"Washington State, USA","",none,""
425,Madeira,https://ecosound-web.de/ecosound_web/collection/show/425,"Rym Nouioua,Ricardo Rocha","",2022-05-09,none,none,none,Terrestrial,air,Madeira Island,"",none,"Sampling effort: 750 min/night (30 min before sunset - 2,5 h after sunrise)"
426,"Mayan Biodiversity, Guatemala",https://ecosound-web.de/ecosound_web/collection/show/426,Sebastian Kepfer-Rojas,"",2022-05-11,none,none,none,Terrestrial,air,Mayan Biosphere Reserve,"",rain,Plots were selected close to forest dirt roads (barely trafficked). But the sampling is also only possible at the end and before the beginning of the heavy rain season
427,Hula Valley,https://ecosound-web.de/ecosound_web/collection/show/427,"Yael Lehnardt,Oded Berger-Tal","",2022-05-17,none,none,none,Terrestrial,air,"","",none,""
428,Ein Avdat,https://ecosound-web.de/ecosound_web/collection/show/428,"Yael Lehnardt,Oded Berger-Tal","",2022-05-17,none,none,none,Terrestrial,air,"","",none,""
462,Makhtesh Ramon,https://ecosound-web.de/ecosound_web/collection/show/462,"Yael Lehnardt,Oded Berger-Tal,Zehava Sigal,Noam Leader","Yael Lehnardt,Oded Berger-Tal,Zehava Sigal,Noam Leader",2022-06-21,none,none,none,Terrestrial,air,"","",none,""
430,Viruá Sounds,https://ecosound-web.de/ecosound_web/collection/show/430,Leandro Aparecido Do Nascimento,Karen H. Beard,2022-05-23,https://arbimon.rfcx.org/project/rio-branco-endangered-birds/dashboard,https://www.rufford.org/projects/leandro-do-nascimento/soundscapes-and-interspecific-animal-communication-in-the-amazon/,"10.1016/j.ecolind.2020.106679, 10.3390/d13110566",Terrestrial,air,"Viruá National Park, Roraima, Brazil","",none,""
431,Nocturnal bird migration on Mediterranean islands,https://ecosound-web.de/ecosound_web/collection/show/431,Cristian Pérez-Granados,"",2022-05-29,none,none,none,Terrestrial,air,Mediterranean islands,"",none,"Recordings made in small, mostly uninhabited, islands"
